program_id,program_name,program_type,contract_type,program_phase,BAC,AC,EV,PV,CPI,SPI,cost_variance,schedule_variance,subcontractor_delay_days,change_orders_count,material_cost_inflation_pct,supplier_risk_score,months_remaining,historical_rebaseline_count,final_eac,overrun_flag,risk_band
PRG-1346,ISR Program 347,ISR,Cost Plus,Build,423320489.90134966,115527808.98998158,91091623.80788806,110089945.31838024,0.7884822243602613,0.8274290948592171,-24436185.182093516,-18998321.510492176,113,9,2.401693381798596,12.461025407954063,30,3,591505813.7639599,1,High
PRG-1347,Avionics Program 348,Avionics,Fixed Price,Deployment,387696035.1681983,318970784.5461405,339062296.04210556,276724644.07181215,1.0629885634339615,1.2252696075529734,20091511.495965064,62337651.9702934,120,1,8.215484211371546,5.1952503758055935,19,4,383896717.3354665,0,Low
PRG-1348,Sustainment Program 349,Sustainment,Cost Plus,Build,376011375.2216571,154366557.4406896,155017810.4194499,165865360.92020273,1.0042188735018627,0.9346002658989687,651252.9787603021,-10847550.500752836,115,15,2.299439353069814,47.53334513833103,28,3,406520338.98121053,1,High
PRG-1349,Avionics Program 350,Avionics,Cost Plus,Build,77037220.28577247,42497332.36057538,41680649.17941573,36722845.937485486,0.9807827189191461,1.1350059646893946,-816683.1811596453,4957803.241930246,51,11,3.1476578533263746,89.62851007761495,10,0,83595254.02591474,1,High
PRG-1350,ISR Program 351,ISR,Cost Plus,Build,424169377.43564516,347111203.01818985,288950232.69011116,349623078.9200833,0.8324428315123241,0.8264621248191665,-58160970.32807869,-60672846.229972124,38,2,3.2111776354531587,76.02957880874366,22,1,548450599.7106854,1,High
PRG-1351,Avionics Program 352,Avionics,Cost Plus,Build,106564207.21997225,74704730.0431526,78038270.41279854,76757768.5919669,1.044622882215361,1.0166823742315727,3333540.3696459383,1280501.8208316416,94,11,1.2136506686461446,27.313321260667355,29,2,107634328.21186605,0,Low
PRG-1352,Avionics Program 353,Avionics,Cost Plus,Deployment,98446058.30568154,44904770.20074164,46361766.493642345,38580818.70229273,1.0324463589589117,1.2016791777124007,1456996.2929007038,7780947.791349612,111,10,9.527565774125364,53.471671742271,11,4,104697122.3605211,1,High
PRG-1353,Missile Program 354,Missile,Cost Plus,Build,106549494.07768501,66129306.97046768,64896023.89011615,60746986.27792262,0.9813504308928824,1.0683003037090815,-1233283.0803515315,4149037.612193525,65,2,2.5191521165562354,23.686060312728806,12,0,115760002.03719759,1,High
PRG-1354,Sustainment Program 355,Sustainment,Fixed Price,Build,296400136.9192658,193054653.06097588,166092376.60139537,173181751.30334294,0.8603386345157683,0.9590639622905193,-26962276.45958051,-7089374.70194757,109,5,1.4495698874884178,31.46878632891922,13,0,372053054.0627506,1,High
PRG-1355,Sustainment Program 356,Sustainment,Cost Plus,Build,203047472.76206678,116357799.76332757,91560553.8275389,120893774.06324318,0.7868879784060336,0.7573636817694251,-24797245.935788676,-29333220.235704288,68,15,8.187452932040065,66.04522384933692,14,2,286979667.65333086,1,High
PRG-1356,ISR Program 357,ISR,Cost Plus,Design,415761232.49209946,214720368.8938954,191366971.86115324,230187108.88121828,0.891238091881808,0.8313539919383709,-23353397.032742143,-38820137.02006504,18,10,2.664386036227323,16.553150154503015,8,1,486327538.4671921,1,High
PRG-1357,ISR Program 358,ISR,Cost Plus,Deployment,153735948.41992277,95591935.67734917,90671087.59934159,94654005.88477123,0.9485223513559042,0.9579212918861741,-4920848.078007579,-3982918.2854296416,44,8,3.6161892336997026,82.84969482679155,17,4,172202186.3450055,1,High
PRG-1358,Sustainment Program 359,Sustainment,Fixed Price,Design,434936183.325817,196243978.7291702,160549895.19926077,175634542.62147188,0.8181137390249835,0.9141134357908081,-35694083.52990943,-15084647.42221111,76,12,6.774143052747466,85.04311844863662,21,1,604860999.4338846,1,High
PRG-1359,Sustainment Program 360,Sustainment,Cost Plus,Build,249880835.74880242,150824491.57568276,157157636.55333415,124415335.84624736,1.041990162946934,1.263169331050553,6333144.977651387,32742300.707086787,81,7,7.798812220684977,46.03955870930234,3,0,254818650.71923897,0,Low
PRG-1360,ISR Program 361,ISR,Cost Plus,Test,174272326.46838886,110564375.1358575,119224352.69785464,94170318.83305447,1.0783252069335723,1.2660502181076403,8659977.561997145,25054033.86480017,49,9,4.303516360353173,43.1214968125835,6,4,173070749.88366786,0,Low
PRG-1361,Radar Program 362,Radar,Cost Plus,Design,218623908.74439082,173787472.3106359,178885918.56218776,167713693.3747056,1.0293372484435395,1.0666148658626293,5098446.2515518665,11172225.187482148,5,11,8.495284888342475,23.436663249506083,36,2,224775559.64427498,1,Medium
PRG-1362,ISR Program 363,ISR,Fixed Price,Build,261516248.4536096,82832971.72848831,88990244.05480242,70968982.02682862,1.0743335920205368,1.2539315277364578,6157272.326314107,18021262.0279738,38,1,1.5353420032491851,2.9631885976391104,15,2,249320725.2381328,0,Low
PRG-1363,Sustainment Program 364,Sustainment,Cost Plus,Build,490406069.5735804,210341341.82276225,184359506.55421785,176334883.1513763,0.8764777525740175,1.0455078612888677,-25981835.268544406,8024623.402841538,57,10,1.0179393239285135,67.57485115605695,14,1,593468644.0508481,1,High
PRG-1364,Sustainment Program 365,Sustainment,Fixed Price,Design,357793577.42900884,306556275.6235701,267697543.79985124,316217979.99300647,0.8732411145566151,0.8465601601963674,-38858731.823718846,-48520436.19315523,93,1,8.266420430550067,75.50263775005784,8,1,448677992.0663548,1,High
PRG-1365,Missile Program 366,Missile,Cost Plus,Build,440645441.31080824,153369496.62275842,163882569.74382785,133365070.97067529,1.068547353630092,1.228826772640213,10513073.121069431,30517498.77315256,37,13,1.8697609510475128,48.922906718999,23,0,442340435.38280725,0,Low
PRG-1366,ISR Program 367,ISR,Fixed Price,Deployment,342567546.7038017,257124738.4554243,280350956.5734669,253879099.00284415,1.090330546401583,1.1042695427650238,23226218.11804259,26471857.570622742,95,2,3.5899721871526893,49.67377807180643,33,4,342795674.13427186,0,Low
PRG-1367,ISR Program 368,ISR,Cost Plus,Deployment,228612973.1538589,81901005.18849711,74948256.08053802,80426964.56985323,0.9151078904104147,0.931879705785032,-6952749.107959092,-5478708.489315212,40,14,11.852490835143001,65.16987589111125,15,3,272825639.86855865,1,High
PRG-1368,Sustainment Program 369,Sustainment,Cost Plus,Design,487162875.2468724,383002313.251635,386663066.0489352,360567865.78360164,1.0095580435695568,1.0723725066531438,3660752.79730016,26095200.265333533,103,12,4.154516318363243,13.60274452209065,13,2,513369054.6653681,1,High
PRG-1369,Avionics Program 370,Avionics,Cost Plus,Design,470533121.97115886,332952613.62560153,272072959.538307,326939905.9880646,0.8171521964511369,0.8321803320890397,-60879654.08729452,-54866946.449757576,33,13,4.640128577959134,19.51431691359864,9,1,624882670.1359688,1,High
PRG-1370,Missile Program 371,Missile,Cost Plus,Build,331285903.2344662,91834155.32445356,93167189.47275221,79502750.79525383,1.0145156684197616,1.1718737847535474,1333034.148298651,13664438.677498385,54,15,3.207332879542092,0.09261067314049187,10,0,343841201.3266586,1,Medium
PRG-1371,Avionics Program 372,Avionics,Cost Plus,Deployment,460830181.4673439,174170550.0372281,163312680.95952684,181058563.7194641,0.9376595579713077,0.9019881612038352,-10857869.07770127,-17745882.759937257,66,12,2.388655802229104,12.444884834835213,25,2,535336979.98805404,1,High
PRG-1372,Avionics Program 373,Avionics,Cost Plus,Build,94724094.6200542,70319094.26973237,65721741.54490531,59180656.72227848,0.9346215594417019,1.1105274119096493,-4597352.724827059,6541084.822626829,106,7,5.493683371494401,81.08987523339603,22,4,111765956.84445426,1,High
PRG-1373,Radar Program 374,Radar,Cost Plus,Design,154998064.09963584,99231265.44008943,81157688.6828766,84785195.25484757,0.8178640907474399,0.9572153303289873,-18073576.757212833,-3627506.5719709694,85,1,10.620989530272336,94.41151154965281,34,0,207550610.44510698,1,High
PRG-1374,Radar Program 375,Radar,Fixed Price,Build,157044316.01139978,90389745.80749841,92895515.73947518,85203380.29408292,1.0277218384628857,1.090279698045342,2505769.9319767654,7692135.445392251,89,11,8.997173153952083,85.45268680421961,11,2,170659697.03632766,1,High
PRG-1375,Radar Program 376,Radar,Cost Plus,Build,271956982.37835854,220786928.6450193,205571286.02562234,200695737.99212828,0.9310844952969991,1.024293231546777,-15215642.619396955,4875548.033494055,106,5,2.472779763126998,29.69387378177227,30,0,312001602.5267021,1,High
PRG-1376,Avionics Program 377,Avionics,Cost Plus,Test,138045272.2827853,95155815.3113068,92563383.0081141,82822297.01338507,0.972755923590046,1.1176142940487965,-2592432.303192705,9741085.994729027,20,13,7.494061279024726,50.66111397598535,14,1,152647430.27573338,1,High
PRG-1377,Missile Program 378,Missile,Cost Plus,Build,313973847.3631289,90385574.42438696,95217056.05014326,80209428.50209238,1.0534541231443755,1.1871055289673256,4831481.625756294,15007627.54805088,7,9,5.510326850813431,31.64601424152468,16,4,324149856.3157694,1,Medium
PRG-1378,ISR Program 379,ISR,Fixed Price,Test,347263862.57513475,92214534.41511768,91941172.51462398,80637233.6133882,0.9970355876952854,1.140182622774884,-273361.90049369633,11303938.901235789,28,0,9.570523668779717,28.592494883694265,10,2,367618603.6667804,1,High
PRG-1379,Missile Program 380,Missile,Cost Plus,Test,437064912.0280654,133914211.53805839,128575347.56758447,122487067.36466031,0.9601322077085402,1.049705494089417,-5338863.970473915,6088280.202924162,23,7,11.16537113882637,54.48916538646872,19,2,501538926.95231396,1,High
PRG-1380,Avionics Program 381,Avionics,Fixed Price,Build,261803042.1282263,222603804.35355246,206811936.70634928,198305938.85445333,0.9290584107802506,1.0428933086978245,-15791867.647203177,8505997.851895958,7,8,7.266096000777377,21.434543694778306,25,2,298171871.13040894,1,High
PRG-1381,ISR Program 382,ISR,Cost Plus,Design,234358952.0845701,55465720.52923616,51383852.105566226,46663264.63849645,0.9264073668434837,1.1011628205536088,-4081868.4236699343,4720587.467069775,91,4,8.210405054148652,30.8615342609419,25,4,279082291.11045283,1,High
PRG-1382,Radar Program 383,Radar,Fixed Price,Deployment,173071289.0434338,120180523.11553247,121712522.44576412,113892831.36290558,1.012747484288772,1.068658325456341,1531999.3302316517,7819691.082858548,70,13,4.016528046294078,95.53822174042486,3,2,188825277.79021668,1,High
PRG-1383,Radar Program 384,Radar,Cost Plus,Build,424471635.5218568,312070329.68945897,265561596.04971468,259635297.37147704,0.8509671403685666,1.0228254738020406,-46508733.63974428,5926298.678237647,38,7,9.962528833700109,72.96819935943137,5,2,537906545.4294977,1,High
PRG-1384,Avionics Program 385,Avionics,Cost Plus,Build,346863968.0600763,215367909.45047465,199329371.15343645,177492929.5864683,0.9255295817377733,1.123027106588661,-16038538.297038198,21836441.566968143,52,3,6.506675439173216,54.0571851888662,11,4,390770648.8101823,1,High
PRG-1385,Avionics Program 386,Avionics,Cost Plus,Test,357935491.09722215,182273176.95612764,153261562.32582998,169083291.61937234,0.8408344271231931,0.9064264177612591,-29011614.63029766,-15821729.293542355,101,12,10.998703061048722,59.36131913179654,6,1,473128855.1403112,1,High
PRG-1386,ISR Program 387,ISR,Cost Plus,Test,55373999.42640324,13372105.589885358,11139536.794128608,14020940.860700112,0.8330428382613534,0.7944928164808174,-2232568.79575675,-2881404.066571504,89,7,4.0242486116741985,42.907511598681936,17,1,72505504.70481183,1,High
PRG-1387,Radar Program 388,Radar,Cost Plus,Test,85570113.33423457,61442447.588739246,63203771.80940833,63252074.36289286,1.028666244425326,0.9992363483099794,1761324.2206690833,-48302.55348452926,38,2,1.9542034511680448,94.95727706536599,20,2,87090359.69708057,0,Low
PRG-1388,ISR Program 389,ISR,Cost Plus,Build,445384790.4269139,198290583.1476857,199312254.6773954,168541126.20080376,1.0051523956079587,1.1825734120224771,1021671.5297096968,30771128.476591647,2,9,3.6165044008248173,44.25275875732855,12,4,472141217.3240425,1,High
PRG-1389,ISR Program 390,ISR,Cost Plus,Test,300546125.4615151,178124657.9049909,152376065.2472874,177574622.4781987,0.8554462197399001,0.8580959549329465,-25748592.65770352,-25198557.230911314,38,6,4.998146017030216,14.973420826677053,34,2,384674807.16061795,1,High
PRG-1390,Radar Program 391,Radar,Fixed Price,Test,72346067.11156702,49908245.09823931,55892395.873793535,43844699.940987475,1.1199030493613837,1.2747811240360087,5984150.775554225,12047695.93280606,41,15,5.8631692401130024,26.871514868066313,12,3,68890080.06249309,0,Low
PRG-1391,ISR Program 392,ISR,Cost Plus,Build,446618127.85521847,341624378.29928184,299976091.178825,296109926.63920987,0.8780874850682623,1.0130565178394908,-41648287.120456815,3866164.5396151543,106,14,8.81183634548566,57.216330314745846,14,4,585685105.4908769,1,High
PRG-1392,Radar Program 393,Radar,Cost Plus,Design,243492084.80332792,130810457.12631911,116441326.84599106,134979986.46874595,0.8901530458956176,0.8626562343962937,-14369130.28032805,-18538659.622754887,82,5,8.3471625706439,92.04004729600595,28,0,299877584.11599505,1,High
PRG-1393,Avionics Program 394,Avionics,Cost Plus,Deployment,247703423.79745662,111576993.63278213,105427593.32978871,112283610.32294194,0.9448864850828291,0.9389401803750836,-6149400.302993417,-6856016.993153229,43,4,9.334881728939196,62.97877747249184,25,3,281773698.9354797,1,High
PRG-1394,Avionics Program 395,Avionics,Cost Plus,Build,367692845.5245446,230761586.32024744,247338692.98005992,192425453.68520948,1.07183650851146,1.2853740928925312,16577106.65981248,54913239.29485044,76,3,11.82202550254767,53.15047318427486,23,2,365484251.76612353,0,Low
PRG-1395,Sustainment Program 396,Sustainment,Fixed Price,Test,351743366.97801375,145438633.80637622,125206572.59004007,156341655.0080127,0.8608893614658725,0.8008522909881124,-20232061.216336146,-31135082.41797264,75,3,3.603524039574219,85.86731204838641,20,1,442674608.98495346,1,High
PRG-1396,ISR Program 397,ISR,Cost Plus,Design,253452043.1679771,99132596.6329019,77634823.98556702,90836873.01221246,0.7831412332822943,0.8546620046589395,-21497772.64733489,-13202049.026645437,86,0,1.3427139190933746,62.123317821366356,13,2,351799829.453614,1,High
PRG-1397,ISR Program 398,ISR,Cost Plus,Deployment,299440192.75739765,154179487.56440523,131178251.25632615,158972802.97577614,0.8508151981081737,0.8251615924285789,-23001236.30807908,-27794551.719449982,36,14,11.01730446475048,22.393439169229968,25,1,393524873.0542616,1,High
PRG-1398,Radar Program 399,Radar,Cost Plus,Test,111030263.14309983,88133761.10520688,68950436.55573018,91860561.83471341,0.7823385237516731,0.750598898793958,-19183324.549476698,-22910125.278983235,37,4,4.908958573915983,59.5499705910118,26,1,153330871.23684353,1,High
PRG-1399,Radar Program 400,Radar,Cost Plus,Build,315310424.25694025,126758102.15235372,131921329.394102,109433488.88740222,1.0407329169029564,1.205493224563441,5163227.241748288,22487840.506699786,113,0,5.835461128314726,77.40240859924371,26,3,333032561.2350102,1,High
PRG-1400,Sustainment Program 401,Sustainment,Cost Plus,Build,118095532.9996145,81136338.34911327,71321235.79762132,77217586.4622508,0.8790295106828763,0.9236397958706983,-9815102.551491946,-5896350.664629474,48,12,7.609343140477323,43.744460049991694,19,2,142622461.39027935,1,High
PRG-1401,Sustainment Program 402,Sustainment,Fixed Price,Test,324803799.6131871,207630500.16913325,184690660.3690095,202215652.60056007,0.8895160403628695,0.9133351350097118,-22939839.80012375,-17524992.231550574,62,0,1.0820207456618334,85.16418262967485,5,0,392149857.7418068,1,High
PRG-1402,Radar Program 403,Radar,Cost Plus,Deployment,111245970.43922,95632232.64194651,82420888.74775219,82166591.07286635,0.861852604198226,1.0030949035558787,-13211343.89419432,254297.67488583922,74,2,5.3774562289730214,24.578467649892342,13,0,138964486.33706102,1,High
PRG-1403,Sustainment Program 404,Sustainment,Fixed Price,Design,490517420.1324548,192096941.724149,186317087.1990964,163527186.89759493,0.9699117827010882,1.139364595782921,-5779854.525052577,22789900.301501483,65,13,4.021540859489129,54.926990160166376,26,2,537074176.0928228,1,High
PRG-1404,Avionics Program 405,Avionics,Cost Plus,Design,164984604.51960889,60620270.39236233,57856259.65228926,59536958.17829755,0.9544045131738423,0.9717705005859546,-2764010.74007307,-1680698.526008293,6,0,4.038707551373027,50.3177170232213,15,1,181611848.2141927,1,High
PRG-1405,Radar Program 406,Radar,Cost Plus,Build,492470725.6552826,194230192.56197032,161373046.14177528,176943666.67582265,0.8308339914263754,0.9120023856938932,-32857146.420195043,-15570620.534047365,110,11,2.91908358136632,58.13513075500432,17,2,655856079.2624308,1,High
PRG-1406,Sustainment Program 407,Sustainment,Cost Plus,Test,219830474.59126413,182564136.28605872,167987927.35682338,185723354.34570947,0.9201584208938169,0.9045062100489905,-14576208.92923534,-17735426.988886088,112,13,5.007927784686973,99.48231734142234,14,0,262692893.66486755,1,High
PRG-1407,Avionics Program 408,Avionics,Fixed Price,Test,433676047.73203665,258411989.5371388,203564583.33381593,253177814.70671427,0.7877520841754897,0.8040379982330949,-54847406.20332286,-49613231.37289834,89,13,5.9559378606282545,16.47061404908643,30,1,617476710.8474464,1,High
PRG-1408,ISR Program 409,ISR,Cost Plus,Test,381616934.6962618,307501409.9928944,336705789.2562735,300238706.12826025,1.0949731556159497,1.1214602993673797,29204379.263379097,36467083.12801325,101,13,1.59152180525411,50.61481556405951,29,3,378350448.26635194,0,Low
PRG-1409,ISR Program 410,ISR,Cost Plus,Build,285223011.09103036,78301072.46840326,66767181.40872644,82869213.43664397,0.8526981726293585,0.8056934371625474,-11533891.059676826,-16102032.027917534,61,15,4.29611585987276,17.518539725105875,25,1,363064507.95136815,1,High
PRG-1410,Radar Program 411,Radar,Cost Plus,Design,39145089.302309126,16426103.34204337,16283251.92026245,15873677.75018779,0.991303389561949,1.0258020968121149,-142851.42178091966,409574.17007466033,105,8,11.22367945550806,33.117824496213245,13,1,42690090.011859626,1,High
PRG-1411,Sustainment Program 412,Sustainment,Cost Plus,Deployment,152865577.9477026,96807514.08381885,91109194.64126675,84852392.93829101,0.941137632791414,1.073737480892566,-5698319.442552105,6256801.702975735,12,1,1.0409805888538282,32.47521164408084,20,2,168815487.8743601,1,High
PRG-1412,Missile Program 413,Missile,Fixed Price,Deployment,80313587.2819985,42742859.13358255,43998938.0279588,39120690.775556184,1.0293868711601786,1.124697370002748,1256078.8943762556,4878247.2524026185,36,4,2.3656501420174614,33.18126252577047,28,3,82831853.44159089,1,Medium
PRG-1413,ISR Program 414,ISR,Fixed Price,Design,103708024.55506329,27757789.31197906,21691495.324115783,26400285.699784987,0.7814561556151979,0.8216386584139295,-6066293.987863276,-4708790.375669204,117,8,8.236809595465942,38.49124472010435,23,0,148942062.26363656,1,High
PRG-1414,Radar Program 415,Radar,Fixed Price,Design,274628059.16318357,231056372.44648224,228020683.0815808,230413763.21573812,0.9868616938249363,0.989613987893958,-3035689.3649014533,-2393080.13415733,6,11,8.424198108916155,88.03548820128152,7,0,298344826.2331208,1,High
PRG-1415,Sustainment Program 416,Sustainment,Cost Plus,Test,280579658.285751,110930363.52985124,92946144.6569906,104206433.74925089,0.8378783022015329,0.8919424771856639,-17984218.87286064,-11260289.092260286,44,2,1.2169083841263435,5.208877496969,14,4,359409366.2574742,1,High
PRG-1416,ISR Program 417,ISR,Cost Plus,Design,482093049.0427989,399802494.3414649,372843299.0421096,366830602.6419007,0.9325687166015281,1.0163909345537305,-26959195.29935527,6012696.40020889,8,9,4.221315231801795,12.267346961198411,4,2,539718869.4029416,1,High
PRG-1417,Missile Program 418,Missile,Cost Plus,Design,250646583.1132873,126907649.49512006,99179935.80174667,110431655.11851984,0.7815126684350134,0.898111467181241,-27727713.693373397,-11251719.316773176,11,3,9.802732879697544,91.5438350527215,9,2,351007478.3923815,1,High
PRG-1418,ISR Program 419,ISR,Fixed Price,Design,71690778.70201346,38712397.388629794,32021369.273596022,34696029.06397507,0.8271605850739951,0.9229116454379457,-6691028.115033772,-2674659.790379051,86,1,3.874280211265804,46.0761266291791,13,4,95345184.87055585,1,High
PRG-1419,ISR Program 420,ISR,Cost Plus,Design,414497822.19137615,216453772.92764202,187830209.52434266,222741491.47272113,0.8677613098808498,0.8432654746201427,-28623563.40329936,-34911281.94837847,53,12,10.633982961871155,60.20878260016921,14,2,531494385.4971458,1,High
PRG-1420,Avionics Program 421,Avionics,Fixed Price,Build,94334917.48584123,76251326.17077585,60765534.33645193,69026439.76928014,0.7969111802771633,0.8803225914527801,-15485791.834323913,-8260905.432828203,23,14,11.08652244447963,49.03984172596335,32,2,131999662.04774773,1,High
PRG-1421,Sustainment Program 422,Sustainment,Fixed Price,Deployment,203300197.84103528,152654630.98514923,156424064.7103543,132233164.29604997,1.0246925605917043,1.1829412503518753,3769433.725205064,24190900.41430433,68,11,11.533516776135889,30.266332238142958,35,4,217563822.62664238,1,High
PRG-1422,Sustainment Program 423,Sustainment,Cost Plus,Test,286316192.1807528,130971745.9584767,116946558.46579479,122664603.24169807,0.8929144038659417,0.9533847204100399,-14025187.49268192,-5718044.775903285,24,8,8.349831245450812,76.24018397047165,32,4,343289854.9924549,1,High
PRG-1423,Avionics Program 424,Avionics,Cost Plus,Build,64428290.59439978,40021474.15887754,41095127.63616127,36308119.329120144,1.0268269347855987,1.13184401713701,1073653.477283731,4787008.3070411235,19,0,7.9545249079715195,99.86954925203827,22,1,64903865.91032971,0,Low
PRG-1424,Sustainment Program 425,Sustainment,Cost Plus,Build,186540812.17641434,120943635.68367308,110622310.80050428,100432578.14123933,0.9146600412264426,1.1014584395606675,-10321324.883168802,10189732.659264952,34,1,5.47574555906339,32.81435160347943,34,2,214128477.44582483,1,High
PRG-1425,Missile Program 426,Missile,Fixed Price,Design,89730784.33569704,31477691.124734167,34411990.21183847,29394490.457375534,1.0932183709242456,1.1706952451425796,2934299.087104302,5017499.754462935,17,5,9.424247541563604,74.25690617556513,12,1,87962512.02027711,0,Low
PRG-1426,Avionics Program 427,Avionics,Fixed Price,Test,339609779.0509785,258439275.67001426,231430424.45147008,214765172.05581415,0.8954924666596334,1.0775975556750184,-27008851.218544185,16665252.39565593,43,9,7.406727084143959,29.812229188369333,32,1,399628335.8421647,1,High
PRG-1427,Missile Program 428,Missile,Fixed Price,Test,117814866.05443017,103413213.05549873,103789342.42528185,102301047.39190885,1.00363715001855,1.014548189596451,376129.36978311837,1488295.0333729982,94,14,11.21137846406836,59.563741801023994,14,2,135285450.4505255,1,High
PRG-1428,Radar Program 429,Radar,Fixed Price,Design,88249286.24721305,78232746.74357109,86339461.2064146,72853560.98618534,1.1036230325571394,1.1851096917937407,8106714.4628435075,13485900.220229253,99,6,10.110475300457537,31.56969058381931,29,2,91467220.06749304,1,Medium
PRG-1429,Missile Program 430,Missile,Cost Plus,Test,347258884.1454312,149638003.19773647,127727385.99860652,154957626.2051001,0.8535758515156303,0.8242729907952259,-21910617.199129954,-27230240.20649357,24,3,8.663766319836853,78.34134858339759,35,0,435135367.3113733,1,High
PRG-1430,Missile Program 431,Missile,Cost Plus,Design,238654834.9711593,205978062.71366346,187812953.84117436,221297940.2026358,0.9118104683907966,0.8486882149431656,-18165108.872489095,-33484986.36146143,94,0,5.771084710562302,41.16443168877235,18,1,287981689.8612707,1,High
PRG-1431,Radar Program 432,Radar,Fixed Price,Design,347272028.31023306,129785372.75098982,107698919.90571058,125076145.73210718,0.8298232506705129,0.8610668267343655,-22086452.845279247,-17377225.8263966,47,11,4.901211336620012,16.341657754026294,28,1,461622902.3793214,1,High
PRG-1432,Sustainment Program 433,Sustainment,Fixed Price,Build,110591626.08462203,79527887.96675998,62877473.28407173,85061838.35958527,0.7906342654334342,0.7391972063696449,-16650414.682688251,-22184365.07551354,32,7,4.887476740984005,38.479463499570734,8,4,152874864.4004431,1,High
PRG-1433,Avionics Program 434,Avionics,Cost Plus,Deployment,330074940.8974454,301027308.9288447,329764879.2142135,293880963.7350119,1.095464994148294,1.1221035722189805,28737570.2853688,35883915.479201615,2,5,5.872054694249641,65.8032310384113,13,2,321780876.13858294,0,Low
PRG-1434,Radar Program 435,Radar,Fixed Price,Design,473094852.5718668,156250179.39782533,165006107.82585397,161384947.04371688,1.0560378775997137,1.0224380330908815,8755928.428028643,3621160.782137096,11,0,11.565835102951752,27.053962868541603,28,1,460777950.4694197,0,Low
PRG-1435,Sustainment Program 436,Sustainment,Cost Plus,Build,22808010.883331474,14781590.629154677,12406895.729040615,15701456.760923175,0.8393478104155923,0.7901748174040856,-2374694.9001140613,-3294561.03188256,74,8,2.960706034662029,64.59475709168852,17,0,30213251.974335514,1,High
PRG-1436,ISR Program 437,ISR,Cost Plus,Design,375172910.3272704,112570861.94801776,118277143.99939618,96446469.61622433,1.0506905779402615,1.2263501657452007,5706282.051378414,21830674.38317184,82,14,2.062880400658366,63.25712197859872,20,3,382360435.9738062,0,Low
PRG-1437,Missile Program 438,Missile,Cost Plus,Test,81579883.70101282,31261939.77099842,30475786.019606195,33753655.25197187,0.9748526880561156,0.9028884662151018,-786153.7513922229,-3277869.2323656753,91,0,1.0034586160849566,35.036709471494795,34,1,88832294.88310319,1,High
PRG-1438,Radar Program 439,Radar,Fixed Price,Design,217810320.88691524,155253814.3503097,156107854.66771203,136880634.62191033,1.0055009296935875,1.1404670580240284,854040.317402333,19227220.0458017,110,13,10.464726142833323,25.05090360889951,13,4,242975998.98519066,1,High
PRG-1439,Sustainment Program 440,Sustainment,Cost Plus,Build,102178372.27684437,55537259.26451229,55140535.420983545,58173821.689962074,0.9928566182634394,0.9478582259019451,-396723.84352874756,-3033286.2689785287,64,5,2.853419912359449,40.002499578441295,32,3,110807326.17112836,1,High
PRG-1440,Avionics Program 441,Avionics,Cost Plus,Build,177013882.8901575,61310673.79375086,51492059.30937074,53347223.60174305,0.8398547287637069,0.9652247264783299,-9818614.484380119,-1855164.2923723087,12,7,7.272123425688319,44.36695744827004,7,1,223256386.24995494,1,High
PRG-1441,Radar Program 442,Radar,Fixed Price,Build,459317972.4945826,196329127.24120447,216855939.81961834,202365415.19954377,1.104553067936757,1.071605736611595,20526812.578413874,14490524.62007457,88,5,10.255750362582635,51.88142491538,31,1,442994374.79917127,0,Low
PRG-1442,Radar Program 443,Radar,Cost Plus,Test,197307307.28950268,53116495.811359495,51356952.708648644,51820053.68805279,0.9668738858647645,0.9910632863834544,-1759543.1027108505,-463100.979404144,91,6,7.057056069013431,29.004784477359348,23,0,213437910.46896905,1,High
PRG-1443,Sustainment Program 444,Sustainment,Fixed Price,Build,158173472.23557565,45053142.09233937,37838923.28301906,44699157.29085633,0.8398731259512534,0.8465243099954235,-7214218.809320308,-6860234.007837273,34,14,4.330303440702175,33.288262541404656,14,3,207307834.9280209,1,High
PRG-1444,Radar Program 445,Radar,Cost Plus,Design,103848322.36190793,85325819.04960729,85767072.41878249,73431652.27809952,1.0051713933026374,1.1679850549183668,441253.3691751957,12335420.140682966,112,11,10.671620407899754,14.803322010256181,9,4,113193099.5662504,1,High
PRG-1445,Missile Program 446,Missile,Fixed Price,Build,81517889.90994105,74472607.63667396,79628704.83871725,75631099.85742888,1.0692348148623734,1.0528566289373578,5156097.202043295,3997604.9812883735,56,11,5.230204738440123,32.43399932036394,35,3,85050677.01492923,1,Medium
PRG-1446,Avionics Program 447,Avionics,Cost Plus,Build,254973823.67862916,163516398.93097487,171526292.56446156,158937847.40294033,1.0489852619422466,1.0792035715043184,8009893.633486688,12588445.161521226,115,9,7.268238770552093,63.360378594186095,3,3,267376438.96987635,1,Medium
PRG-1447,Sustainment Program 448,Sustainment,Cost Plus,Build,275195085.665065,85976401.51481237,93674745.31851089,82751899.44031537,1.0895401955427528,1.1319951076902302,7698343.803698525,10922845.878195524,52,8,1.6331163953835,59.795051311975676,21,2,269204279.54230154,0,Low
PRG-1448,ISR Program 449,ISR,Fixed Price,Build,332818558.61749184,209306211.44261697,194603244.90264028,217105933.60099947,0.9297537973735308,0.8963515721329157,-14702966.539976686,-22502688.69835919,5,15,1.7561213217625262,44.29088313208297,23,1,386284454.1399612,1,High
